ruangan,penghuni,jarak_meter
Ruang_Lili,67,41.88
Ruang_Kamboja,67,49.61
Ruang_Kenanga,42,12.79
Ruang_Dahlia,51,9.9
Ruang_Teratai,45,37.06
Ruang_Flamboyan,47,5.97
Ruang_Kana,32,17.91
Ruang_Bougenvil,66,15.27
Ruang_Anyelir,34,20.82
Ruang_Krisan,48,27.56
Ruang_Lavender,30,26.38
Ruang_Sakura,63,19.06
Ruang_Azalea,59,42.52
Ruang_Gardenia,47,19.85
Ruang_Iris,46,37.41
Ruang_Peony,44,28.06
Ruang_Begonia,68,42.98
Ruang_Magnolia,52,36.32
Ruang_Camelia,47,42.43
Ruang_Zinnia,47,17.58
Ruang_Aster,68,5.32
Ruang_Jasmine,52,46.78
Ruang_Hydrangea,45,33.18
Ruang_Freesia,40,47.0
Ruang_Poppy,40,15.88
Ruang_Ranunculus,51,15.74
Ruang_Marigold,52,33.4
Ruang_Verbena,61,11.57
Ruang_Petunia,63,29.1
Ruang_Geranium,46,18.87
Ruang_Cosmos,33,25.61
Ruang_Edelweis,58,9.18
Ruang_Bromelia,37,29.71
Ruang_Heliconia,46,28.77
Ruang_Cempaka,67,11.81
Ruang_Wijayakusuma,35,13.02
Ruang_SedapMalam,40,47.42
Ruang_TapakDara,31,38.29
Ruang_PacarAir,69,10.37
Ruang_BungaSepatu,58,16.53
Ruang_Asoka,67,11.4
Ruang_NusaIndah,56,17.94
Ruang_Kantil,48,15.97
Ruang_Kecubung,64,43.3
Ruang_Soka,49,28.69
Ruang_Lotus,57,22.77
Ruang_Bluebell,34,6.79
Ruang_Daffodil,51,7.18
Ruang_Foxglove,35,44.57
Ruang_Hibiscus,38,31.41
Ruang_Lilac,38,8.43
Ruang_Narcissus,54,24.95
Ruang_Oleander,38,8.68
Ruang_Primrose,36,12.04
Ruang_Snapdragon,63,10.88
Ruang_Wisteria,63,11.55
Ruang_Yarrow,37,36.88
Ruang_Amaryllis,33,39.95
Ruang_Anemone,39,12.2
Ruang_Buttercup,67,47.54
Ruang_Carnation,68,5.84
Ruang_Delphinium,65,46.08
Ruang_Gladiol,31,20.55
Ruang_Heather,33,26.75
Ruang_Honeysuckle,51,30.62
Ruang_Impatiens,63,17.9
Ruang_Larkspur,32,30.78
Ruang_Mimosa,32,6.51
Ruang_Orchid,50,7.68
Ruang_Periwinkle,58,9.13
Ruang_QueenAnne,39,32.07
Ruang_Rhododendron,59,17.91
Ruang_Sunflower,53,10.82
Ruang_Tuberose,48,27.97
Ruang_Violet,55,21.26
Ruang_Wallflower,54,13.86
Ruang_Xeranthemum,62,44.95
Ruang_YuccaBloom,53,27.17
Ruang_Zephyranthes,60,32.74
Ruang_AcaciaBloom,45,14.62
Ruang_Balsam,68,18.19
Ruang_Coreopsis,60,30.76
Ruang_Echinacea,48,7.24
Ruang_ForgetMeNot,47,22.09
Ruang_Gazania,34,43.69
Ruang_Jacaranda,64,46.99
Ruang_Lantana,32,11.1
Ruang_MorningGlory,63,37.95
Ruang_Nemesia,36,47.25
Ruang_Oxalis,57,20.86
Ruang_Plumeria,61,27.3
Ruang_Statice,68,19.6
Ruang_Verbascum,54,13.87
Ruang_Waterlily,65,45.57
Ruang_ZebraPlant,60,23.21
Ruang_Melati,61,29.33
Ruang_Mawar,36,19.89
Ruang_Anggrek,43,13.89
Ruang_Tulip,61,16.25
Ruang_Matahari,35,36.68
Ruang_Lili,36,10.39
Ruang_Kamboja,34,22.3
Ruang_Kenanga,38,35.45
Ruang_Dahlia,52,46.01
Ruang_Teratai,56,19.38
Ruang_Flamboyan,54,43.7
Ruang_Kana,64,35.95
Ruang_Bougenvil,65,7.51
Ruang_Anyelir,56,32.44
Ruang_Krisan,62,26.64
Ruang_Lavender,54,45.06
Ruang_Sakura,54,30.64
Ruang_Azalea,53,23.18
Ruang_Gardenia,58,37.73
Ruang_Iris,53,49.49
Ruang_Peony,57,41.71
Ruang_Begonia,42,13.43
Ruang_Magnolia,57,49.13
Ruang_Camelia,66,12.38
Ruang_Zinnia,66,46.39
Ruang_Aster,61,18.7
Ruang_Jasmine,59,45.56
Ruang_Hydrangea,33,21.38
Ruang_Freesia,33,34.65
Ruang_Poppy,39,28.24
Ruang_Ranunculus,48,36.65
Ruang_Marigold,67,44.24
Ruang_Verbena,34,16.6
Ruang_Petunia,61,30.01
Ruang_Geranium,41,29.51
Ruang_Cosmos,58,31.71
Ruang_Edelweis,64,27.88
Ruang_Bromelia,62,13.65
Ruang_Heliconia,36,19.59
Ruang_Cempaka,47,28.36
Ruang_Wijayakusuma,36,9.81
Ruang_SedapMalam,32,31.29
Ruang_TapakDara,45,18.66
Ruang_PacarAir,47,33.67
Ruang_BungaSepatu,65,6.84
Ruang_Asoka,43,25.84
Ruang_NusaIndah,40,5.67
Ruang_Kantil,31,35.12
Ruang_Kecubung,63,15.26
Ruang_Soka,59,21.51
Ruang_Lotus,40,24.83
Ruang_Bluebell,30,49.62
Ruang_Daffodil,65,39.88
Ruang_Foxglove,56,37.11
Ruang_Hibiscus,58,33.77
Ruang_Lilac,30,15.49
Ruang_Narcissus,49,12.93
Ruang_Oleander,46,37.13
Ruang_Primrose,69,6.79
Ruang_Snapdragon,36,27.31
Ruang_Wisteria,44,7.73
Ruang_Yarrow,39,22.88
Ruang_Amaryllis,49,46.8
Ruang_Anemone,38,12.24
Ruang_Buttercup,44,34.78
Ruang_Carnation,59,32.58
Ruang_Delphinium,44,45.74
Ruang_Gladiol,46,27.21
Ruang_Heather,56,47.05
Ruang_Honeysuckle,43,20.59
Ruang_Impatiens,50,24.1
Ruang_Larkspur,62,23.94
Ruang_Mimosa,60,25.52
Ruang_Orchid,39,24.33
Ruang_Periwinkle,36,36.83
Ruang_QueenAnne,48,43.33
Ruang_Rhododendron,32,41.47
Ruang_Sunflower,60,5.51
Ruang_Tuberose,41,24.97
Ruang_Violet,43,33.94
Ruang_Wallflower,46,36.62
Ruang_Xeranthemum,34,32.36
Ruang_YuccaBloom,60,25.76
Ruang_Zephyranthes,55,12.29
Ruang_AcaciaBloom,53,38.77
Ruang_Balsam,55,35.2
Ruang_Coreopsis,60,7.07
Ruang_Echinacea,67,8.22
Ruang_ForgetMeNot,56,38.41
Ruang_Gazania,30,27.75
Ruang_Jacaranda,68,43.77
Ruang_Lantana,33,40.54
Ruang_MorningGlory,34,7.85
Ruang_Nemesia,32,24.59
Ruang_Oxalis,50,37.71
Ruang_Plumeria,36,45.12
Ruang_Statice,61,33.04
Ruang_Verbascum,59,8.92
Ruang_Waterlily,44,44.73
Ruang_ZebraPlant,54,26.94
Ruang_Melati,40,38.37
Ruang_Mawar,58,18.36
Ruang_Anggrek,53,25.68
Ruang_Tulip,37,21.7
Ruang_Matahari,38,32.99
Ruang_Lili,50,6.53
Ruang_Kamboja,34,28.91
Ruang_Kenanga,37,16.35
Ruang_Dahlia,54,15.27
Ruang_Teratai,32,39.43
Ruang_Flamboyan,58,32.29
Ruang_Kana,57,15.9
Ruang_Bougenvil,57,43.8
Ruang_Anyelir,64,45.81
Ruang_Krisan,67,24.64
Ruang_Lavender,32,23.07
Ruang_Sakura,32,32.01
Ruang_Azalea,58,47.93
Ruang_Gardenia,45,5.53
Ruang_Iris,52,42.64
Ruang_Peony,37,39.58
Ruang_Begonia,38,29.11
Ruang_Magnolia,36,11.77
Ruang_Camelia,40,22.76
Ruang_Zinnia,69,16.48
Ruang_Aster,35,43.81
Ruang_Jasmine,57,40.34
Ruang_Hydrangea,31,42.14
Ruang_Freesia,56,6.83
Ruang_Poppy,42,41.27
Ruang_Ranunculus,38,35.72
Ruang_Marigold,54,8.0
Ruang_Verbena,62,49.3
Ruang_Petunia,41,9.16
Ruang_Geranium,33,39.64
Ruang_Cosmos,36,22.28
Ruang_Edelweis,60,37.86
Ruang_Bromelia,32,30.06
Ruang_Heliconia,52,14.09
Ruang_Cempaka,67,32.73
Ruang_Wijayakusuma,33,17.08
Ruang_SedapMalam,47,44.62
Ruang_TapakDara,32,49.68
Ruang_PacarAir,42,18.86
Ruang_BungaSepatu,41,26.64
Ruang_Asoka,33,23.31
Ruang_NusaIndah,53,34.62
Ruang_Kantil,55,31.89
Ruang_Kecubung,69,6.98
Ruang_Soka,40,19.42
Ruang_Lotus,34,30.59
Ruang_Bluebell,50,23.07
Ruang_Daffodil,36,38.92
Ruang_Foxglove,33,35.13
Ruang_Hibiscus,55,29.73
Ruang_Lilac,70,31.1
Ruang_Narcissus,54,8.58
Ruang_Oleander,63,17.21
Ruang_Primrose,46,37.49
Ruang_Snapdragon,42,30.74
Ruang_Wisteria,50,26.0
Ruang_Yarrow,50,27.6
Ruang_Amaryllis,53,30.6
Ruang_Anemone,41,39.93
Ruang_Buttercup,50,14.63
Ruang_Carnation,67,32.98
Ruang_Delphinium,47,39.39
Ruang_Gladiol,52,48.73
Ruang_Heather,54,9.12
Ruang_Honeysuckle,42,7.91
Ruang_Impatiens,52,34.27
Ruang_Larkspur,64,5.31
Ruang_Mimosa,69,42.97
Ruang_Orchid,51,18.89
Ruang_Periwinkle,44,49.6
Ruang_QueenAnne,39,21.39
Ruang_Rhododendron,55,10.22
Ruang_Sunflower,50,7.84
Ruang_Tuberose,68,9.15
Ruang_Violet,37,30.32
Ruang_Wallflower,45,36.69
Ruang_Xeranthemum,65,15.82
Ruang_YuccaBloom,64,46.8
Ruang_Zephyranthes,57,38.13
Ruang_AcaciaBloom,53,14.05
Ruang_Balsam,41,26.35
Ruang_Coreopsis,38,27.17
Ruang_Echinacea,46,44.83
Ruang_ForgetMeNot,68,42.12
Ruang_Gazania,39,41.59
Ruang_Jacaranda,54,32.17
Ruang_Lantana,66,22.65
Ruang_MorningGlory,30,16.77
Ruang_Nemesia,48,13.66
Ruang_Oxalis,57,39.78
Ruang_Plumeria,54,37.08
Ruang_Statice,57,37.59
Ruang_Verbascum,40,23.09
Ruang_Waterlily,69,28.06
Ruang_ZebraPlant,46,18.2
Ruang_Melati,37,23.12
Ruang_Mawar,30,18.35
Ruang_Anggrek,66,30.87
Ruang_Tulip,63,21.84
Ruang_Matahari,44,20.39
Ruang_Lili,43,23.77
Ruang_Kamboja,34,11.67
Ruang_Kenanga,30,32.25
Ruang_Dahlia,39,10.08
Ruang_Teratai,34,13.46
Ruang_Flamboyan,55,15.0
Ruang_Kana,37,48.52
Ruang_Bougenvil,47,42.5
Ruang_Anyelir,68,30.28
Ruang_Krisan,40,31.69
Ruang_Lavender,58,20.45
Ruang_Sakura,36,6.85
Ruang_Azalea,52,12.2
Ruang_Gardenia,44,47.61
Ruang_Iris,52,42.32
Ruang_Peony,49,13.09
Ruang_Begonia,37,10.96
Ruang_Magnolia,32,8.25
Ruang_Camelia,62,13.97
Ruang_Zinnia,47,15.51
Ruang_Aster,53,20.37
Ruang_Jasmine,53,8.15
Ruang_Hydrangea,57,32.39
Ruang_Freesia,45,16.72
Ruang_Poppy,55,45.99
Ruang_Ranunculus,33,37.42
Ruang_Marigold,46,20.69
Ruang_Verbena,38,38.97
Ruang_Petunia,51,48.64
Ruang_Geranium,58,22.23
Ruang_Cosmos,65,32.55
Ruang_Edelweis,33,36.38
Ruang_Bromelia,46,43.89
Ruang_Heliconia,68,46.92
Ruang_Cempaka,58,28.97
Ruang_Wijayakusuma,57,26.91
Ruang_SedapMalam,43,49.52
Ruang_TapakDara,32,27.12
Ruang_PacarAir,49,17.28
Ruang_BungaSepatu,46,10.95
Ruang_Asoka,39,7.32
Ruang_NusaIndah,46,35.43
Ruang_Kantil,35,42.69
Ruang_Kecubung,49,16.85
Ruang_Soka,48,21.03
Ruang_Lotus,65,30.75
Ruang_Bluebell,60,17.78
Ruang_Daffodil,63,11.72
Ruang_Foxglove,49,8.04
Ruang_Hibiscus,59,10.6
Ruang_Lilac,68,22.62
Ruang_Narcissus,49,19.28
Ruang_Oleander,44,41.72
Ruang_Primrose,62,11.34
Ruang_Snapdragon,61,27.68
Ruang_Wisteria,53,46.5
Ruang_Yarrow,61,40.65
Ruang_Amaryllis,38,32.87
Ruang_Anemone,52,21.98
Ruang_Buttercup,39,20.32
Ruang_Carnation,58,49.17
Ruang_Delphinium,53,10.96
Ruang_Gladiol,45,23.8
Ruang_Heather,30,10.77
Ruang_Honeysuckle,54,21.49
Ruang_Impatiens,64,30.89
Ruang_Larkspur,47,26.74
Ruang_Mimosa,32,10.38
Ruang_Orchid,51,9.45
Ruang_Periwinkle,30,33.92
Ruang_QueenAnne,32,22.34
Ruang_Rhododendron,32,16.74
Ruang_Sunflower,47,45.35
Ruang_Tuberose,45,24.21
Ruang_Violet,66,19.84
Ruang_Wallflower,61,9.62
Ruang_Xeranthemum,46,30.47
Ruang_YuccaBloom,58,33.06
Ruang_Zephyranthes,51,46.5
Ruang_AcaciaBloom,65,35.75
Ruang_Balsam,69,5.57
Ruang_Coreopsis,54,21.96
Ruang_Echinacea,37,45.27
Ruang_ForgetMeNot,33,10.92
Ruang_Gazania,34,34.5
Ruang_Jacaranda,48,20.05
Ruang_Lantana,36,25.3
Ruang_MorningGlory,40,34.07
Ruang_Nemesia,34,13.11
Ruang_Oxalis,46,15.12
Ruang_Plumeria,57,15.28
Ruang_Statice,34,16.08
Ruang_Verbascum,65,17.7
Ruang_Waterlily,40,44.24
Ruang_ZebraPlant,32,11.73
Ruang_Melati,52,25.54
Ruang_Mawar,59,39.57
Ruang_Anggrek,42,17.9
Ruang_Tulip,49,11.85
Ruang_Matahari,58,30.35
Ruang_Lili,34,5.57
Ruang_Kamboja,63,48.66
Ruang_Kenanga,61,42.66
Ruang_Dahlia,40,28.81
Ruang_Teratai,32,45.09
Ruang_Flamboyan,43,38.35
Ruang_Kana,47,5.35
Ruang_Bougenvil,46,7.02
Ruang_Anyelir,56,49.42
Ruang_Krisan,43,31.48
Ruang_Lavender,47,35.08
Ruang_Sakura,49,43.52
Ruang_Azalea,54,6.62
Ruang_Gardenia,64,47.03
Ruang_Iris,57,44.17
Ruang_Peony,68,39.11
Ruang_Begonia,56,33.35
Ruang_Magnolia,31,30.54
Ruang_Camelia,61,45.59
Ruang_Zinnia,38,25.63
Ruang_Aster,31,36.65
Ruang_Jasmine,68,45.56
Ruang_Hydrangea,68,42.39
Ruang_Freesia,55,11.25
Ruang_Poppy,69,43.12
Ruang_Ranunculus,49,17.01
Ruang_Marigold,45,48.58
Ruang_Verbena,33,32.68
Ruang_Petunia,59,37.05
Ruang_Geranium,47,5.29
Ruang_Cosmos,63,33.22
Ruang_Edelweis,62,11.44
Ruang_Bromelia,37,46.72
Ruang_Heliconia,60,44.1
Ruang_Cempaka,64,39.95
Ruang_Wijayakusuma,70,10.11
Ruang_SedapMalam,34,24.79
Ruang_TapakDara,48,37.66
Ruang_PacarAir,61,35.86
Ruang_BungaSepatu,45,43.65
Ruang_Asoka,54,11.8
Ruang_NusaIndah,38,46.37
Ruang_Kantil,55,42.55
Ruang_Kecubung,60,13.98
Ruang_Soka,58,44.96
Ruang_Lotus,48,14.33
Ruang_Bluebell,34,17.85
Ruang_Daffodil,49,28.21
Ruang_Foxglove,36,7.39
Ruang_Hibiscus,45,30.74
Ruang_Lilac,31,37.24
Ruang_Narcissus,67,21.53
Ruang_Oleander,33,48.84
Ruang_Primrose,47,38.84
Ruang_Snapdragon,49,44.13
Ruang_Wisteria,47,12.61
Ruang_Yarrow,31,40.87
Ruang_Amaryllis,39,9.63
Ruang_Anemone,65,30.4
Ruang_Buttercup,31,36.53
Ruang_Carnation,58,48.5
Ruang_Delphinium,30,48.76
Ruang_Gladiol,53,36.47
Ruang_Heather,36,30.9
Ruang_Honeysuckle,59,34.06
Ruang_Impatiens,48,33.17
Ruang_Larkspur,31,41.17
Ruang_Mimosa,33,47.88
Ruang_Orchid,48,25.19
Ruang_Periwinkle,31,36.22
Ruang_QueenAnne,47,44.23
Ruang_Rhododendron,45,40.28
Ruang_Sunflower,60,16.43
Ruang_Tuberose,32,49.24
Ruang_Violet,50,40.3
Ruang_Wallflower,35,17.94
Ruang_Xeranthemum,43,29.24
Ruang_YuccaBloom,54,39.22
Ruang_Zephyranthes,33,28.44
Ruang_AcaciaBloom,31,8.2
Ruang_Balsam,40,27.7
Ruang_Coreopsis,42,41.72
Ruang_Echinacea,51,33.87
Ruang_ForgetMeNot,53,34.07
Ruang_Gazania,60,29.33
Ruang_Jacaranda,42,13.96
Ruang_Lantana,41,39.66
Ruang_MorningGlory,69,32.37
Ruang_Nemesia,53,23.33
Ruang_Oxalis,56,24.83
Ruang_Plumeria,55,19.02
Ruang_Statice,59,38.02
Ruang_Verbascum,37,23.84
Ruang_Waterlily,65,45.75
Ruang_ZebraPlant,62,31.17
Ruang_Melati,44,17.46
Ruang_Mawar,46,11.47
Ruang_Anggrek,70,41.28
Ruang_Tulip,48,15.1
Ruang_Matahari,46,40.06
Ruang_Lili,35,45.56
Ruang_Kamboja,57,49.61
Ruang_Kenanga,43,39.83
Ruang_Dahlia,30,49.88
Ruang_Teratai,48,17.98
Ruang_Flamboyan,37,25.35
Ruang_Kana,63,33.73
Ruang_Bougenvil,36,49.45
Ruang_Anyelir,63,42.98
Ruang_Krisan,57,38.58
Ruang_Lavender,60,6.19
Ruang_Sakura,51,8.23
Ruang_Azalea,67,21.35
Ruang_Gardenia,59,35.19
Ruang_Iris,69,40.98
Ruang_Peony,67,26.5
Ruang_Begonia,33,31.58
Ruang_Magnolia,47,46.06
Ruang_Camelia,58,23.51
Ruang_Zinnia,49,16.59
Ruang_Aster,60,40.84
Ruang_Jasmine,45,25.17
Ruang_Hydrangea,56,6.81
Ruang_Freesia,45,27.44
Ruang_Poppy,61,6.5
Ruang_Ranunculus,58,33.63
Ruang_Marigold,57,13.26
Ruang_Verbena,43,6.27
Ruang_Petunia,69,34.56
Ruang_Geranium,49,5.84
Ruang_Cosmos,36,17.32
Ruang_Edelweis,41,26.23
Ruang_Bromelia,66,10.08
Ruang_Heliconia,49,39.82
Ruang_Cempaka,39,26.75
Ruang_Wijayakusuma,32,45.5
Ruang_SedapMalam,64,21.5
Ruang_TapakDara,42,11.04
Ruang_PacarAir,50,21.47
Ruang_BungaSepatu,33,25.5
Ruang_Asoka,57,15.92
Ruang_NusaIndah,68,36.05
Ruang_Kantil,43,25.47
Ruang_Kecubung,45,27.24
Ruang_Soka,47,11.41
Ruang_Lotus,30,41.27
Ruang_Bluebell,65,39.3
Ruang_Daffodil,52,19.02
Ruang_Foxglove,35,44.35
Ruang_Hibiscus,62,31.74
Ruang_Lilac,60,41.42
Ruang_Narcissus,50,9.24
Ruang_Oleander,54,25.86
Ruang_Primrose,34,8.04
Ruang_Snapdragon,37,23.74
Ruang_Wisteria,34,30.28
Ruang_Yarrow,30,33.44
Ruang_Amaryllis,69,19.41
Ruang_Anemone,46,10.7
Ruang_Buttercup,60,20.82
Ruang_Carnation,49,39.73
Ruang_Delphinium,33,45.04
Ruang_Gladiol,69,34.14
Ruang_Heather,50,30.76
Ruang_Honeysuckle,53,41.62
Ruang_Impatiens,33,15.66
Ruang_Larkspur,53,38.26
Ruang_Mimosa,66,38.33
Ruang_Orchid,34,21.97
Ruang_Periwinkle,50,38.63
Ruang_QueenAnne,68,39.09
Ruang_Rhododendron,60,17.19
Ruang_Sunflower,65,21.38
Ruang_Tuberose,32,32.96
Ruang_Violet,30,42.43
Ruang_Wallflower,48,17.83
Ruang_Xeranthemum,69,13.57
Ruang_YuccaBloom,34,39.7
Ruang_Zephyranthes,38,7.74
Ruang_AcaciaBloom,31,10.35
Ruang_Balsam,67,6.25
Ruang_Coreopsis,59,40.31
Ruang_Echinacea,48,47.25
Ruang_ForgetMeNot,69,35.76
Ruang_Gazania,43,46.24
Ruang_Jacaranda,50,13.63
Ruang_Lantana,51,46.4
Ruang_MorningGlory,62,32.23
Ruang_Nemesia,35,49.67
Ruang_Oxalis,58,12.67
Ruang_Plumeria,40,46.42
Ruang_Statice,52,9.57
Ruang_Verbascum,32,26.28
Ruang_Waterlily,56,39.57
Ruang_ZebraPlant,57,22.24
Ruang_Melati,60,26.06
Ruang_Mawar,46,22.47
Ruang_Anggrek,34,12.13
Ruang_Tulip,61,13.59
Ruang_Matahari,31,36.35
Ruang_Lili,34,49.22
Ruang_Kamboja,37,29.26
Ruang_Kenanga,65,46.79
Ruang_Dahlia,63,30.51
Ruang_Teratai,63,47.56
Ruang_Flamboyan,39,13.33
Ruang_Kana,54,14.65
Ruang_Bougenvil,45,33.19
Ruang_Anyelir,31,16.69
Ruang_Krisan,62,19.48
Ruang_Lavender,54,9.4
Ruang_Sakura,63,28.42
Ruang_Azalea,69,43.33
Ruang_Gardenia,42,14.07
Ruang_Iris,42,18.67
Ruang_Peony,46,31.23
Ruang_Begonia,33,31.16
Ruang_Magnolia,43,14.03
Ruang_Camelia,59,48.84
Ruang_Zinnia,58,18.86
Ruang_Aster,42,5.68
Ruang_Jasmine,67,25.68
Ruang_Hydrangea,64,26.62
Ruang_Freesia,66,21.74
Ruang_Poppy,54,10.74
Ruang_Ranunculus,34,19.36
Ruang_Marigold,32,14.39
Ruang_Verbena,52,46.28
Ruang_Petunia,51,44.37
Ruang_Geranium,63,17.88
Ruang_Cosmos,42,24.25
Ruang_Edelweis,62,9.87
Ruang_Bromelia,32,11.32
Ruang_Heliconia,39,24.23
Ruang_Cempaka,31,47.39
Ruang_Wijayakusuma,63,34.4
Ruang_SedapMalam,49,8.19
Ruang_TapakDara,35,15.38
Ruang_PacarAir,44,24.41
Ruang_BungaSepatu,59,42.18
Ruang_Asoka,37,7.85
Ruang_NusaIndah,40,29.8
Ruang_Kantil,57,31.31
Ruang_Kecubung,41,22.34
Ruang_Soka,51,12.79
Ruang_Lotus,69,43.41
Ruang_Bluebell,51,38.3
Ruang_Daffodil,32,10.17
Ruang_Foxglove,56,5.25
Ruang_Hibiscus,63,20.65
Ruang_Lilac,62,37.51
Ruang_Narcissus,62,19.1
Ruang_Oleander,33,8.55
Ruang_Primrose,63,43.02
Ruang_Snapdragon,39,37.95
Ruang_Wisteria,58,30.19
Ruang_Yarrow,41,14.93
Ruang_Amaryllis,30,46.8
Ruang_Anemone,44,35.47
Ruang_Buttercup,47,8.68
Ruang_Carnation,68,10.52
Ruang_Delphinium,38,8.54
Ruang_Gladiol,32,47.95
Ruang_Heather,57,34.1
Ruang_Honeysuckle,32,14.85
Ruang_Impatiens,69,14.82
Ruang_Larkspur,31,10.12
Ruang_Mimosa,35,24.01
Ruang_Orchid,44,47.85
Ruang_Periwinkle,69,27.39
Ruang_QueenAnne,63,45.97
Ruang_Rhododendron,51,44.41
Ruang_Sunflower,64,44.93
Ruang_Tuberose,59,26.3
Ruang_Violet,70,36.52
Ruang_Wallflower,40,12.57
Ruang_Xeranthemum,43,46.81
Ruang_YuccaBloom,64,38.85
Ruang_Zephyranthes,35,27.32
Ruang_AcaciaBloom,48,18.83
Ruang_Balsam,56,25.99
Ruang_Coreopsis,46,18.29
Ruang_Echinacea,45,29.16
Ruang_ForgetMeNot,31,16.72
Ruang_Gazania,30,42.75
Ruang_Jacaranda,60,20.56
Ruang_Lantana,70,34.73
Ruang_MorningGlory,41,41.2
Ruang_Nemesia,40,17.42
Ruang_Oxalis,35,37.32
Ruang_Plumeria,52,30.44
Ruang_Statice,44,17.51
Ruang_Verbascum,59,46.38
Ruang_Waterlily,44,15.31
Ruang_ZebraPlant,51,8.58
Ruang_Melati,42,44.36
Ruang_Mawar,36,23.91
Ruang_Anggrek,51,44.51
Ruang_Tulip,41,23.7
Ruang_Matahari,68,20.38
Ruang_Lili,49,44.26
Ruang_Kamboja,57,46.12
Ruang_Kenanga,30,22.49
Ruang_Dahlia,55,31.64
Ruang_Teratai,67,45.75
Ruang_Flamboyan,61,28.31
Ruang_Kana,34,30.1
Ruang_Bougenvil,50,24.07
Ruang_Anyelir,49,29.04
Ruang_Krisan,55,46.94
Ruang_Lavender,37,45.77
Ruang_Sakura,39,7.58
Ruang_Azalea,46,40.49
Ruang_Gardenia,36,8.79
Ruang_Iris,30,19.99
Ruang_Peony,45,13.88
Ruang_Begonia,47,6.27
Ruang_Magnolia,60,21.25
Ruang_Camelia,40,30.99
Ruang_Zinnia,62,17.54
Ruang_Aster,30,25.09
Ruang_Jasmine,67,43.67
Ruang_Hydrangea,67,7.87
Ruang_Freesia,68,10.02
Ruang_Poppy,32,8.25
Ruang_Ranunculus,40,24.98
Ruang_Marigold,33,36.01
Ruang_Verbena,59,26.38
Ruang_Petunia,42,35.37
Ruang_Geranium,60,37.46
Ruang_Cosmos,34,28.51
Ruang_Edelweis,40,22.68
Ruang_Bromelia,64,5.72
Ruang_Heliconia,47,47.7
Ruang_Cempaka,68,41.95
Ruang_Wijayakusuma,45,10.85
Ruang_SedapMalam,59,10.78
Ruang_TapakDara,37,10.05
Ruang_PacarAir,59,49.97
Ruang_BungaSepatu,57,25.46
Ruang_Asoka,42,37.97
Ruang_NusaIndah,63,11.01
Ruang_Kantil,42,20.03
Ruang_Kecubung,45,38.49
Ruang_Soka,44,23.19
Ruang_Lotus,54,49.15
Ruang_Bluebell,65,29.24
Ruang_Daffodil,45,41.6
Ruang_Foxglove,67,11.02
Ruang_Hibiscus,47,8.45
Ruang_Lilac,39,36.88
Ruang_Narcissus,67,6.61
Ruang_Oleander,34,36.77
Ruang_Primrose,63,50.0
Ruang_Snapdragon,31,23.51
Ruang_Wisteria,56,7.26
Ruang_Yarrow,33,43.22
Ruang_Amaryllis,46,6.89
Ruang_Anemone,46,25.1
Ruang_Buttercup,66,24.62
Ruang_Carnation,62,45.22
Ruang_Delphinium,39,13.5
Ruang_Gladiol,52,8.9
Ruang_Heather,68,12.1
Ruang_Honeysuckle,52,41.34
Ruang_Impatiens,55,28.86
Ruang_Larkspur,46,47.76
Ruang_Mimosa,33,18.69
Ruang_Orchid,52,43.19
Ruang_Periwinkle,41,48.12
Ruang_QueenAnne,46,30.03
Ruang_Rhododendron,46,33.33
Ruang_Sunflower,69,32.78
Ruang_Tuberose,62,14.08
Ruang_Violet,69,6.22
Ruang_Wallflower,62,31.85
Ruang_Xeranthemum,47,46.31
Ruang_YuccaBloom,32,40.35
Ruang_Zephyranthes,36,6.82
Ruang_AcaciaBloom,58,13.22
Ruang_Balsam,49,27.45
Ruang_Coreopsis,31,37.92
Ruang_Echinacea,56,22.24
Ruang_ForgetMeNot,70,10.14
Ruang_Gazania,44,27.94
Ruang_Jacaranda,44,9.56
Ruang_Lantana,62,29.31
Ruang_MorningGlory,59,38.35
Ruang_Nemesia,59,20.69
Ruang_Oxalis,36,11.58
Ruang_Plumeria,30,6.66
Ruang_Statice,34,38.08
Ruang_Verbascum,33,30.22
Ruang_Waterlily,49,13.21
Ruang_ZebraPlant,36,10.24
Ruang_Melati,45,17.23
Ruang_Mawar,39,34.52
Ruang_Anggrek,37,22.55
Ruang_Tulip,50,12.05
Ruang_Matahari,59,35.6
Ruang_Lili,39,19.77
Ruang_Kamboja,48,22.36
Ruang_Kenanga,43,30.67
Ruang_Dahlia,66,16.08
Ruang_Teratai,38,21.03
Ruang_Flamboyan,59,28.02
Ruang_Kana,68,9.37
Ruang_Bougenvil,52,39.34
Ruang_Anyelir,33,31.77
Ruang_Krisan,61,27.51
Ruang_Lavender,31,45.96
Ruang_Sakura,60,23.1
Ruang_Azalea,54,10.92
Ruang_Gardenia,68,11.13
Ruang_Iris,54,28.73
Ruang_Peony,65,6.15
Ruang_Begonia,53,49.29
Ruang_Magnolia,35,28.1
Ruang_Camelia,51,29.98
Ruang_Zinnia,33,36.05
Ruang_Aster,59,22.62
Ruang_Jasmine,68,30.39
Ruang_Hydrangea,51,20.42
Ruang_Freesia,66,16.87
Ruang_Poppy,56,33.46
Ruang_Ranunculus,37,49.56
Ruang_Marigold,31,13.44
Ruang_Verbena,48,19.22
Ruang_Petunia,51,35.35
